-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.150
-183.800, 80.198, 0.036,  0.200
-183.800, 80.197, 0.025,  0.250
-183.798, 80.190, 0.172,  0.300
-183.791, 80.174, 0.363,  0.350
-183.777, 80.148, 0.573,  0.400
-183.758, 80.113, 0.748,  0.450
-183.735, 80.067, 0.985,  0.500
-183.708, 80.010, 1.229,  0.550
-183.680, 79.943, 1.433,  0.600
-183.651, 79.868, 1.582,  0.650
-183.621, 79.789, 1.667,  0.700
-183.591, 79.708, 1.706,  0.750
-183.561, 79.627, 1.715,  0.800
-183.530, 79.547, 1.701,  0.850
-183.498, 79.468, 1.677,  0.900
-183.466, 79.391, 1.645,  0.950
-183.434, 79.315, 1.614,  1.000
-183.402, 79.242, 1.584,  1.050
-183.368, 79.170, 1.562,  1.100
-183.335, 79.099, 1.546,  1.150
-183.301, 79.028, 1.539,  1.200
-183.269, 78.956, 1.560,  1.250
-183.237, 78.884, 1.570,  1.300
-183.204, 78.811, 1.580,  1.350
-183.171, 78.738, 1.592,  1.400
-183.138, 78.665, 1.605,  1.450
-183.103, 78.591, 1.618,  1.500
-183.068, 78.517, 1.631,  1.550
-183.032, 78.442, 1.644,  1.600
-182.996, 78.367, 1.655,  1.650
-182.959, 78.292, 1.665,  1.700
-182.921, 78.217, 1.674,  1.750
-182.882, 78.142, 1.683,  1.800
-182.842, 78.067, 1.691,  1.850
-182.802, 77.991, 1.699,  1.900
-182.765, 77.914, 1.720,  1.950
-182.729, 77.835, 1.728,  2.000
-182.692, 77.757, 1.734,  2.050
-182.654, 77.678, 1.739,  2.100
-182.616, 77.600, 1.743,  2.150
-182.578, 77.521, 1.748,  2.200
-182.539, 77.443, 1.753,  2.250
-182.499, 77.365, 1.759,  2.300
-182.458, 77.286, 1.765,  2.350
-182.417, 77.208, 1.773,  2.400
-182.375, 77.129, 1.781,  2.450
-182.332, 77.050, 1.790,  2.500
-182.289, 76.971, 1.799,  2.550
-182.249, 76.890, 1.815,  2.600
-182.210, 76.808, 1.825,  2.650
-182.170, 76.725, 1.835,  2.700
-182.130, 76.642, 1.843,  2.750
-182.089, 76.559, 1.851,  2.800
-182.047, 76.476, 1.858,  2.850
-182.005, 76.393, 1.866,  2.900
-181.962, 76.310, 1.873,  2.950
-181.923, 76.225, 1.878,  3.000
-181.890, 76.137, 1.870,  3.050
-181.864, 76.047, 1.850,  3.100
-181.844, 75.956, 1.820,  3.150
-181.831, 75.864, 1.780,  3.200
-181.827, 75.773, 1.743,  3.250
-181.826, 75.680, 1.757,  3.300
-181.829, 75.585, 1.798,  3.350
-181.827, 75.486, 1.933,  3.400
-181.814, 75.384, 2.054,  3.450
-181.790, 75.281, 2.111,  3.500
-181.756, 75.181, 2.116,  3.550
-181.726, 75.079, 2.120,  3.600
-181.705, 74.976, 2.096,  3.650
-181.690, 74.873, 2.053,  3.700
-181.682, 74.771, 2.001,  3.750
-181.683, 74.671, 1.940,  3.800
-181.688, 74.572, 1.920,  3.850
-181.690, 74.470, 2.004,  3.900
-181.682, 74.367, 2.080,  3.950
-181.662, 74.263, 2.109,  4.000
-181.633, 74.161, 2.109,  4.050
-181.607, 74.058, 2.141,  4.100
-181.590, 73.951, 2.145,  4.150
-181.581, 73.845, 2.128,  4.200
-181.579, 73.738, 2.096,  4.250
-181.585, 73.633, 2.058,  4.300
-181.595, 73.528, 2.058,  4.350
-181.602, 73.420, 2.140,  4.400
-181.597, 73.310, 2.203,  4.450
-181.580, 73.201, 2.219,  4.500
-181.556, 73.092, 2.211,  4.550
-181.525, 72.985, 2.204,  4.600
-181.499, 72.876, 2.246,  4.650
-181.484, 72.764, 2.260,  4.700
-181.476, 72.651, 2.253,  4.750
-181.476, 72.539, 2.226,  4.800
-181.485, 72.427, 2.188,  4.850
-181.499, 72.317, 2.183,  4.900
-181.516, 72.206, 2.203,  4.950
-181.528, 72.091, 2.289,  5.000
-181.529, 71.974, 2.349,  5.050
-181.520, 71.856, 2.369,  5.100
-181.502, 71.738, 2.361,  5.150
-181.480, 71.622, 2.362,  5.200
-181.455, 71.506, 2.367,  5.250
-181.436, 71.387, 2.400,  5.300
-181.428, 71.267, 2.401,  5.350
-181.429, 71.148, 2.383,  5.400
-181.439, 71.029, 2.352,  5.450
-181.457, 70.911, 2.322,  5.500
-181.471, 70.792, 2.395,  5.550
-181.474, 70.670, 2.449,  5.600
-181.467, 70.547, 2.469,  5.650
-181.451, 70.424, 2.465,  5.700
-181.428, 70.302, 2.461,  5.750
-181.410, 70.178, 2.508,  5.800
-181.403, 70.052, 2.524,  5.850
-181.406, 69.926, 2.517,  5.900
-181.417, 69.801, 2.492,  5.950
-181.433, 69.675, 2.504,  6.000
-181.442, 69.548, 2.558,  6.050
-181.440, 69.419, 2.580,  6.100
-181.429, 69.290, 2.578,  6.150
-181.410, 69.163, 2.560,  6.200
-181.393, 69.034, 2.606,  6.250
-181.387, 68.903, 2.627,  6.300
-181.391, 68.771, 2.625,  6.350
-181.404, 68.640, 2.610,  6.400
-181.421, 68.509, 2.618,  6.450
-181.433, 68.376, 2.672,  6.500
-181.433, 68.242, 2.694,  6.550
-181.423, 68.107, 2.692,  6.600
-181.404, 67.974, 2.671,  6.650
-181.379, 67.841, 2.675,  6.700
-181.358, 67.706, 2.737,  6.750
-181.351, 67.568, 2.761,  6.800
-181.354, 67.430, 2.758,  6.850
-181.368, 67.292, 2.739,  6.900
-181.387, 67.155, 2.746,  6.950
-181.410, 67.017, 2.768,  7.000
-181.427, 66.877, 2.834,  7.050
-181.431, 66.734, 2.857,  7.100
-181.424, 66.591, 2.851,  7.150
-181.408, 66.449, 2.844,  7.200
-181.387, 66.307, 2.858,  7.250
-181.373, 66.163, 2.908,  7.300
-181.371, 66.017, 2.920,  7.350
-181.380, 65.871, 2.910,  7.400
-181.399, 65.726, 2.884,  7.450
-181.416, 65.580, 2.939,  7.500
-181.420, 65.432, 2.966,  7.550
-181.412, 65.284, 2.966,  7.600
-181.394, 65.136, 2.956,  7.650
-181.371, 64.988, 2.972,  7.700
-181.354, 64.838, 3.031,  7.750
-181.349, 64.686, 3.053,  7.800
-181.356, 64.533, 3.048,  7.850
-181.372, 64.381, 3.038,  7.900
-181.393, 64.229, 3.051,  7.950
-181.409, 64.074, 3.109,  8.000
-181.411, 63.918, 3.130,  8.050
-181.402, 63.761, 3.124,  8.100
-181.382, 63.606, 3.098,  8.150
-181.364, 63.450, 3.154,  8.200
-181.359, 63.291, 3.182,  8.250
-181.366, 63.132, 3.182,  8.300
-181.384, 62.973, 3.166,  8.350
-181.399, 62.813, 3.222,  8.400
-181.401, 62.651, 3.249,  8.450
-181.392, 62.488, 3.250,  8.500
-181.374, 62.326, 3.251,  8.550
-181.361, 62.162, 3.299,  8.600
-181.363, 61.997, 3.309,  8.650
-181.376, 61.832, 3.295,  8.700
-181.399, 61.668, 3.285,  8.750
-181.419, 61.502, 3.348,  8.800
-181.425, 61.333, 3.380,  8.850
-181.419, 61.164, 3.384,  8.900
-181.403, 60.995, 3.373,  8.950
-181.379, 60.826, 3.389,  9.000
-181.362, 60.655, 3.451,  9.050
-181.358, 60.482, 3.473,  9.100
-181.367, 60.308, 3.467,  9.150
-181.385, 60.135, 3.469,  9.200
-181.397, 59.959, 3.519,  9.250
-181.395, 59.783, 3.531,  9.300
-181.381, 59.607, 3.518,  9.350
-181.367, 59.429, 3.566,  9.400
-181.366, 59.250, 3.588,  9.450
-181.377, 59.071, 3.583,  9.500
-181.398, 58.892, 3.583,  9.550
-181.413, 58.711, 3.636,  9.600
-181.414, 58.529, 3.649,  9.650
-181.402, 58.347, 3.638,  9.700
-181.384, 58.164, 3.663,  9.750
-181.372, 57.979, 3.714,  9.800
-181.373, 57.793, 3.735,  9.850
-181.386, 57.606, 3.730,  9.900
-181.409, 57.420, 3.723,  9.950
-181.428, 57.232, 3.783, 10.000
-181.433, 57.042, 3.805, 10.050
-181.425, 56.852, 3.800, 10.100
-181.406, 56.662, 3.801, 10.150
-181.381, 56.472, 3.825, 10.200
-181.362, 56.279, 3.888, 10.250
-181.358, 56.084, 3.906, 10.300
-181.367, 55.888, 3.897, 10.350
-181.386, 55.693, 3.904, 10.400
-181.410, 55.498, 3.929, 10.450
-181.429, 55.300, 3.987, 10.500
-181.432, 55.100, 4.000, 10.550
-181.422, 54.900, 3.992, 10.600
-181.403, 54.700, 4.006, 10.650
-181.379, 54.499, 4.032, 10.700
-181.362, 54.296, 4.087, 10.750
-181.359, 54.091, 4.095, 10.800
-181.370, 53.887, 4.089, 10.850
-181.389, 53.682, 4.105, 10.900
-181.413, 53.476, 4.132, 10.950
-181.431, 53.268, 4.186, 11.000
-181.433, 53.058, 4.192, 11.050
-181.422, 52.848, 4.190, 11.100
-181.403, 52.638, 4.209, 11.150
