249.230, 130.134, 8.340, 13.150 False
248.813, 130.116, 8.340, 13.200 False
248.397, 130.098, 8.340, 13.250 False
247.980, 130.080, 8.340, 13.300 False
247.563, 130.063, 8.339, 13.350 False
247.147, 130.045, 8.339, 13.400 False
246.730, 130.027, 8.339, 13.450 False
246.314, 130.010, 8.339, 13.500 False
245.897, 129.992, 8.338, 13.550 False
245.481, 129.975, 8.338, 13.600 False
245.064, 129.957, 8.338, 13.650 False
244.647, 129.940, 8.338, 13.700 False
244.231, 129.923, 8.338, 13.750 False
243.814, 129.905, 8.337, 13.800 False
243.398, 129.888, 8.337, 13.850 False
242.981, 129.871, 8.337, 13.900 False
242.565, 129.854, 8.337, 13.950 False
242.148, 129.838, 8.337, 14.000 False
241.732, 129.821, 8.337, 14.050 False
241.315, 129.804, 8.337, 14.100 False
240.899, 129.788, 8.336, 14.150 False
240.482, 129.771, 8.336, 14.200 False
240.066, 129.755, 8.336, 14.250 False
239.649, 129.739, 8.336, 14.300 False
239.233, 129.723, 8.336, 14.350 False
238.816, 129.707, 8.336, 14.400 False
238.400, 129.691, 8.336, 14.450 False
237.983, 129.676, 8.336, 14.500 False
237.567, 129.660, 8.336, 14.550 False
237.150, 129.645, 8.335, 14.600 False
236.734, 129.630, 8.335, 14.650 False
236.317, 129.615, 8.335, 14.700 False
235.901, 129.600, 8.335, 14.750 False
235.485, 129.586, 8.335, 14.800 False
235.068, 129.571, 8.335, 14.850 False
234.652, 129.557, 8.335, 14.900 False
234.235, 129.543, 8.335, 14.950 False
233.819, 129.529, 8.335, 15.000 False
233.402, 129.515, 8.335, 15.050 False
232.986, 129.501, 8.335, 15.100 False
232.569, 129.488, 8.335, 15.150 False
232.153, 129.475, 8.335, 15.200 False
231.736, 129.461, 8.334, 15.250 False
231.320, 129.448, 8.334, 15.300 False
230.903, 129.436, 8.334, 15.350 False
230.486, 129.423, 8.334, 15.400 False
230.070, 129.411, 8.334, 15.450 False
229.653, 129.400, 8.334, 15.500 False
229.237, 129.388, 8.334, 15.550 False
228.820, 129.378, 8.334, 15.600 False
228.404, 129.368, 8.334, 15.650 False
227.987, 129.357, 8.334, 15.700 False
227.570, 129.347, 8.334, 15.750 False
227.154, 129.337, 8.334, 15.800 False
226.737, 129.327, 8.334, 15.850 False
226.321, 129.317, 8.334, 15.900 False
225.904, 129.308, 8.334, 15.950 False
225.487, 129.299, 8.334, 16.000 False
225.071, 129.290, 8.334, 16.050 False
224.654, 129.281, 8.334, 16.100 False
224.238, 129.272, 8.334, 16.150 False
223.821, 129.264, 8.334, 16.200 False
223.404, 129.256, 8.334, 16.250 False
222.988, 129.247, 8.334, 16.300 False
222.571, 129.239, 8.334, 16.350 False
222.155, 129.232, 8.334, 16.400 False
221.738, 129.225, 8.334, 16.450 False
221.321, 129.217, 8.334, 16.500 False
220.905, 129.210, 8.334, 16.550 False
220.488, 129.203, 8.334, 16.600 False
220.072, 129.197, 8.334, 16.650 False
219.655, 129.190, 8.333, 16.700 False
219.238, 129.184, 8.333, 16.750 False
218.822, 129.178, 8.333, 16.800 False
218.405, 129.172, 8.333, 16.850 False
217.989, 129.166, 8.333, 16.900 False
217.572, 129.161, 8.333, 16.950 False
217.155, 129.155, 8.333, 17.000 False
216.739, 129.150, 8.333, 17.050 False
216.322, 129.145, 8.333, 17.100 False
215.905, 129.140, 8.333, 17.150 False
215.489, 129.136, 8.333, 17.200 False
215.072, 129.132, 8.333, 17.250 False
214.655, 129.128, 8.333, 17.300 False
214.239, 129.125, 8.333, 17.350 False
213.822, 129.122, 8.333, 17.400 False
213.405, 129.118, 8.333, 17.450 False
212.989, 129.115, 8.333, 17.500 False
212.572, 129.112, 8.333, 17.550 False
212.155, 129.110, 8.333, 17.600 False
211.739, 129.107, 8.333, 17.650 False
211.322, 129.105, 8.333, 17.700 False
210.905, 129.103, 8.333, 17.750 False
210.489, 129.101, 8.333, 17.800 False
210.072, 129.099, 8.333, 17.850 False
209.655, 129.097, 8.333, 17.900 False
209.239, 129.096, 8.333, 17.950 False
208.822, 129.094, 8.333, 18.000 False
208.405, 129.093, 8.333, 18.050 False
207.989, 129.092, 8.333, 18.100 False
207.572, 129.091, 8.333, 18.150 False
207.155, 129.090, 8.333, 18.200 False
206.739, 129.090, 8.333, 18.250 False
206.322, 129.089, 8.333, 18.300 False
205.905, 129.089, 8.333, 18.350 False
205.489, 129.089, 8.333, 18.400 False
205.072, 129.089, 8.333, 18.450 False
204.655, 129.089, 8.333, 18.500 False
204.239, 129.089, 8.333, 18.550 False
203.822, 129.090, 8.333, 18.600 False
203.405, 129.090, 8.333, 18.650 False
202.989, 129.091, 8.333, 18.700 False
202.572, 129.092, 8.333, 18.750 False
202.155, 129.093, 8.333, 18.800 False
201.739, 129.094, 8.333, 18.850 False
201.322, 129.095, 8.333, 18.900 False
200.905, 129.097, 8.333, 18.950 False
200.489, 129.098, 8.333, 19.000 False
200.072, 129.100, 8.333, 19.050 False
199.655, 129.101, 8.333, 19.100 False
199.239, 129.103, 8.333, 19.150 False
198.822, 129.105, 8.333, 19.200 False
198.405, 129.107, 8.333, 19.250 False
197.989, 129.110, 8.333, 19.300 False
197.572, 129.112, 8.333, 19.350 False
197.155, 129.114, 8.333, 19.400 False
196.739, 129.117, 8.333, 19.450 False
196.322, 129.120, 8.333, 19.500 False
195.905, 129.122, 8.333, 19.550 False
195.489, 129.125, 8.333, 19.600 False
195.072, 129.128, 8.333, 19.650 False
194.655, 129.131, 8.333, 19.700 False
194.239, 129.135, 8.333, 19.750 False
193.822, 129.138, 8.333, 19.800 False
193.405, 129.141, 8.333, 19.850 False
192.989, 129.145, 8.333, 19.900 False
192.572, 129.149, 8.333, 19.950 False
192.156, 129.152, 8.333, 20.000 False
191.739, 129.156, 8.333, 20.050 False
191.322, 129.160, 8.333, 20.100 False
190.906, 129.164, 8.333, 20.150 False
190.489, 129.168, 8.333, 20.200 False
190.072, 129.172, 8.333, 20.250 False
189.656, 129.176, 8.333, 20.300 False
189.239, 129.180, 8.333, 20.350 False
188.822, 129.184, 8.333, 20.400 False
188.406, 129.189, 8.333, 20.450 False
187.989, 129.193, 8.333, 20.500 False
187.572, 129.197, 8.333, 20.550 False
187.156, 129.202, 8.333, 20.600 False
186.739, 129.206, 8.333, 20.650 False
186.323, 129.211, 8.333, 20.700 False
185.906, 129.215, 8.333, 20.750 False
185.489, 129.220, 8.333, 20.800 False
185.073, 129.225, 8.333, 20.850 False
184.656, 129.229, 8.333, 20.900 False
184.240, 129.234, 8.333, 20.950 False
183.823, 129.239, 8.333, 21.000 False
183.406, 129.244, 8.333, 21.050 False
182.990, 129.248, 8.333, 21.100 False
182.573, 129.253, 8.333, 21.150 False
182.157, 129.258, 8.333, 21.200 False
181.740, 129.263, 8.333, 21.250 False
181.323, 129.268, 8.333, 21.300 False
180.907, 129.273, 8.333, 21.350 False
180.490, 129.278, 8.333, 21.400 False
180.074, 129.283, 8.333, 21.450 False
179.657, 129.288, 8.333, 21.500 False
179.240, 129.293, 8.333, 21.550 False
178.824, 129.298, 8.333, 21.600 False
178.407, 129.303, 8.333, 21.650 False
177.991, 129.308, 8.333, 21.700 False
177.574, 129.312, 8.333, 21.750 False
177.157, 129.317, 8.333, 21.800 False
176.741, 129.322, 8.333, 21.850 False
176.324, 129.327, 8.333, 21.900 False
175.908, 129.332, 8.333, 21.950 False
175.491, 129.337, 8.333, 22.000 False
175.074, 129.342, 8.333, 22.050 False
174.658, 129.347, 8.333, 22.100 False
174.241, 129.352, 8.333, 22.150 False
173.825, 129.357, 8.333, 22.200 False
173.408, 129.362, 8.333, 22.250 False
172.991, 129.367, 8.333, 22.300 False
172.575, 129.371, 8.333, 22.350 False
172.158, 129.376, 8.333, 22.400 False
171.742, 129.381, 8.333, 22.450 False
171.325, 129.386, 8.333, 22.500 False
170.908, 129.390, 8.333, 22.550 False
170.492, 129.395, 8.333, 22.600 False
170.075, 129.400, 8.333, 22.650 False
169.659, 129.404, 8.333, 22.700 False
169.242, 129.409, 8.333, 22.750 False
168.825, 129.414, 8.333, 22.800 False
168.409, 129.418, 8.333, 22.850 False
167.992, 129.423, 8.333, 22.900 False
167.576, 129.427, 8.333, 22.950 False
167.159, 129.431, 8.333, 23.000 False
166.742, 129.436, 8.333, 23.050 False
166.326, 129.440, 8.333, 23.100 False
165.909, 129.444, 8.333, 23.150 False
165.493, 129.449, 8.333, 23.200 False
165.076, 129.453, 8.333, 23.250 False
164.660, 129.457, 8.321, 23.300 False
164.246, 129.461, 8.261, 23.350 False
163.836, 129.465, 8.173, 23.400 False
163.433, 129.469, 8.027, 23.450 False
163.039, 129.473, 7.832, 23.500 False
162.657, 129.476, 7.606, 23.550 False
162.286, 129.479, 7.354, 23.600 False
161.929, 129.483, 7.090, 23.650 False
161.584, 129.485, 6.829, 23.700 False
161.253, 129.488, 6.565, 23.750 False
160.934, 129.491, 6.326, 23.800 False
160.624, 129.493, 6.126, 23.850 False
160.323, 129.496, 5.981, 23.900 False
160.027, 129.498, 5.888, 23.950 False
159.733, 129.500, 5.825, 24.000 False
159.442, 129.502, 5.803, 24.050 False
159.151, 129.504, 5.788, 24.100 False
158.860, 129.506, 5.788, 24.150 False
158.571, 129.509, 5.769, 24.200 False
158.282, 129.510, 5.748, 24.250 False
157.995, 129.512, 5.727, 24.300 False
157.709, 129.514, 5.707, 24.350 False
157.424, 129.516, 5.685, 24.400 False
157.140, 129.518, 5.660, 24.450 False
156.858, 129.520, 5.634, 24.500 False
156.577, 129.521, 5.600, 24.550 False
156.298, 129.523, 5.566, 24.600 False
156.021, 129.524, 5.525, 24.650 False
155.746, 129.526, 5.485, 24.700 False
155.473, 129.527, 5.438, 24.750 False
155.203, 129.529, 5.394, 24.800 False
154.935, 129.530, 5.341, 24.850 False
154.670, 129.531, 5.293, 24.900 False
154.407, 129.531, 5.252, 24.950 False
154.145, 129.532, 5.229, 25.000 False
153.883, 129.533, 5.226, 25.050 False
153.621, 129.534, 5.237, 25.100 False
153.358, 129.535, 5.273, 25.150 False
153.092, 129.536, 5.321, 25.200 False
152.823, 129.536, 5.392, 25.250 False
152.550, 129.537, 5.467, 25.300 False
152.274, 129.538, 5.544, 25.350 False
151.994, 129.538, 5.603, 25.400 False
151.712, 129.539, 5.643, 25.450 False
151.429, 129.540, 5.666, 25.500 False
151.146, 129.539, 5.673, 25.550 False
150.862, 129.540, 5.671, 25.600 False
150.580, 129.540, 5.659, 25.650 False
150.297, 129.540, 5.644, 25.700 False
150.016, 129.540, 5.618, 25.750 False
149.737, 129.540, 5.591, 25.800 False
149.459, 129.540, 5.555, 25.850 False
149.182, 129.541, 5.520, 25.900 False
148.908, 129.541, 5.474, 25.950 False
148.636, 129.541, 5.432, 26.000 False
148.366, 129.541, 5.396, 26.050 False
148.097, 129.541, 5.376, 26.100 False
147.828, 129.541, 5.376, 26.150 False
147.559, 129.541, 5.388, 26.200 False
147.288, 129.541, 5.426, 26.250 False
147.015, 129.541, 5.474, 26.300 False
146.738, 129.541, 5.545, 26.350 False
146.458, 129.541, 5.617, 26.400 False
146.174, 129.540, 5.691, 26.450 False
145.887, 129.540, 5.746, 26.500 False
145.598, 129.540, 5.782, 26.550 False
145.309, 129.540, 5.801, 26.600 False
145.019, 129.539, 5.803, 26.650 False
144.729, 129.538, 5.798, 26.700 False
144.440, 129.537, 5.782, 26.750 False
144.152, 129.537, 5.763, 26.800 False
143.865, 129.536, 5.734, 26.850 False
143.580, 129.536, 5.704, 26.900 False
143.296, 129.535, 5.664, 26.950 False
143.015, 129.535, 5.625, 27.000 False
142.735, 129.534, 5.576, 27.050 False
142.458, 129.533, 5.530, 27.100 False
142.184, 129.533, 5.488, 27.150 False
141.910, 129.532, 5.462, 27.200 False
141.637, 129.531, 5.460, 27.250 False
141.364, 129.531, 5.470, 27.300 False
141.089, 129.530, 5.506, 27.350 False
140.811, 129.529, 5.552, 27.400 False
140.531, 129.529, 5.621, 27.450 False
140.247, 129.528, 5.692, 27.500 False
139.959, 129.526, 5.763, 27.550 False
139.669, 129.525, 5.815, 27.600 False
139.377, 129.524, 5.849, 27.650 False
139.084, 129.523, 5.865, 27.700 False
138.791, 129.522, 5.865, 27.750 False
138.498, 129.521, 5.857, 27.800 False
138.206, 129.519, 5.839, 27.850 False
137.915, 129.518, 5.818, 27.900 False
137.626, 129.517, 5.786, 27.950 False
137.338, 129.516, 5.754, 28.000 False
137.052, 129.515, 5.712, 28.050 False
136.768, 129.514, 5.672, 28.100 False
136.486, 129.513, 5.621, 28.150 False
136.207, 129.512, 5.574, 28.200 False
135.930, 129.511, 5.530, 28.250 False
135.655, 129.510, 5.504, 28.300 False
135.380, 129.509, 5.500, 28.350 False
135.104, 129.508, 5.509, 28.400 False
134.827, 129.507, 5.544, 28.450 False
134.548, 129.506, 5.588, 28.500 False
134.266, 129.505, 5.653, 28.550 False
133.981, 129.504, 5.714, 28.600 False
133.693, 129.503, 5.761, 28.650 False
133.404, 129.502, 5.785, 28.700 False
133.115, 129.501, 5.762, 28.750 False
132.829, 129.500, 5.707, 28.800 False
132.548, 129.499, 5.615, 28.850 False
132.272, 129.499, 5.495, 28.900 False
132.003, 129.498, 5.343, 28.950 False
131.743, 129.497, 5.164, 29.000 False
131.493, 129.496, 4.964, 29.050 False
131.254, 129.495, 4.728, 29.100 False
131.027, 129.495, 4.488, 29.150 False
130.811, 129.494, 4.249, 29.200 False
130.608, 129.493, 4.015, 29.250 False
130.415, 129.493, 3.790, 29.300 False
130.233, 129.492, 3.579, 29.350 False
130.061, 129.492, 3.380, 29.400 False
129.899, 129.491, 3.193, 29.450 False
129.745, 129.491, 3.016, 29.500 False
129.600, 129.491, 2.850, 29.550 False
129.462, 129.490, 2.693, 29.600 False
129.332, 129.490, 2.545, 29.650 False
129.209, 129.490, 2.405, 29.700 False
129.093, 129.490, 2.273, 29.750 False
128.983, 129.489, 2.149, 29.800 False
128.879, 129.489, 2.031, 29.850 False
128.781, 129.489, 1.920, 29.900 False
128.688, 129.489, 1.815, 29.950 False
128.600, 129.489, 1.716, 30.000 False
128.517, 129.489, 1.623, 30.050 False
128.439, 129.488, 1.534, 30.100 False
