-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.012,  0.115
-183.800, 80.199, 0.026,  0.148
-183.800, 80.198, 0.023,  0.181
-183.800, 80.197, 0.025,  0.214
-183.799, 80.194, 0.118,  0.247
-183.796, 80.186, 0.248,  0.280
-183.791, 80.174, 0.344,  0.313
-183.784, 80.160, 0.429,  0.346
-183.773, 80.141, 0.595,  0.379
-183.759, 80.117, 0.751,  0.412
-183.744, 80.087, 0.941,  0.445
-183.727, 80.051, 1.125,  0.478
-183.709, 80.009, 1.300,  0.511
-183.691, 79.962, 1.454,  0.544
-183.671, 79.912, 1.582,  0.577
-183.652, 79.858, 1.682,  0.610
-183.632, 79.802, 1.754,  0.643
-183.611, 79.745, 1.801,  0.676
-183.590, 79.687, 1.827,  0.709
-183.570, 79.629, 1.838,  0.742
-183.548, 79.571, 1.837,  0.775
-183.527, 79.513, 1.827,  0.808
-183.505, 79.456, 1.811,  0.841
-183.483, 79.400, 1.791,  0.874
-183.461, 79.345, 1.769,  0.907
-183.439, 79.291, 1.746,  0.940
-183.416, 79.237, 1.724,  0.973
-183.393, 79.185, 1.703,  1.006
-183.370, 79.133, 1.685,  1.039
-183.347, 79.081, 1.670,  1.072
-183.323, 79.031, 1.658,  1.105
-183.301, 78.979, 1.669,  1.138
-183.280, 78.927, 1.668,  1.171
-183.258, 78.876, 1.666,  1.204
-183.236, 78.824, 1.666,  1.237
-183.214, 78.773, 1.667,  1.270
-183.192, 78.721, 1.671,  1.303
-183.169, 78.670, 1.675,  1.336
-183.146, 78.618, 1.681,  1.369
-183.122, 78.567, 1.687,  1.402
-183.099, 78.515, 1.695,  1.435
-183.074, 78.463, 1.702,  1.468
-183.050, 78.411, 1.710,  1.501
-183.025, 78.359, 1.718,  1.534
-183.000, 78.307, 1.726,  1.567
-182.975, 78.255, 1.734,  1.600
-182.949, 78.202, 1.741,  1.633
-182.923, 78.150, 1.747,  1.666
-182.896, 78.097, 1.754,  1.699
-182.869, 78.045, 1.759,  1.732
